"Data include samples collected between October 1, 2013 - September 30, 2017",,,,,,,,,,,
"Data Extracted January 3, 2018",,,,,,,,,,,
EstablishmentId,EstablishmentNumber,EstablishmentName,State,ProjectCode,ProjectName,FormId,CollectionDate,SampleSource,EColiO157H7Analysis,SalmonellaSpAnalysis,NonO157STECAnalysis
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101663694,5/5/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101663696,5/8/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101663700,5/9/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6069,M6423+P6423+V6423,Walt's Wholesale Meats                                                                              ,WA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101627643,5/9/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4283,M7282,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101670002,5/9/2017,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
4283,M7282,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101672972,5/10/2017,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101663703,5/10/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
627,M6590,"Randolph Packing Co., Inc.                                                                          ",NC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101666019,5/10/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101674972,5/10/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101663705,5/11/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
126175,M46407,"Open Range Beef, LLC                                                                                ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101660691,5/11/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4283,M7282,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101670005,5/11/2017,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
12608,M34377+V34377,T & W Meat Company                                                                                  ,KS,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101677391,5/11/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
9777,M32170+P32170,Ganaderos Borges Inc.                                                                               ,PR,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101680172,5/12/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
124122,M45081,Leader Meats Slaughterhouse LLC                                                                     ,PA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101677174,5/12/2017,Product-Raw-Intact-Beef,Negative,Negative,NULL
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101674971,5/15/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6069,M6423+P6423+V6423,Walt's Wholesale Meats                                                                              ,WA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101628551,5/15/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
124122,M45081,Leader Meats Slaughterhouse LLC                                                                     ,PA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101677176,5/16/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4283,M7282,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101673444,5/16/2017,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
6534,M7857,Marcho Farms Inc.                                                                                   ,PA,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101681529,5/17/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101674973,5/17/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6069,M6423+P6423+V6423,Walt's Wholesale Meats                                                                              ,WA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101628550,5/17/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
9777,M32170+P32170,Ganaderos Borges Inc.                                                                               ,PR,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101683242,5/17/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6069,M6423+P6423+V6423,Walt's Wholesale Meats                                                                              ,WA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101628552,5/18/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
627,M6590,"Randolph Packing Co., Inc.                                                                          ",NC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101666028,5/18/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
124122,M45081,Leader Meats Slaughterhouse LLC                                                                     ,PA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101677177,5/18/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6534,M7857,Marcho Farms Inc.                                                                                   ,PA,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101681530,5/18/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4283,M7282,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101673445,5/18/2017,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
12608,M34377+V34377,T & W Meat Company                                                                                  ,KS,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101679288,5/18/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6534,M7857,Marcho Farms Inc.                                                                                   ,PA,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101681532,5/19/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
8124,M20856+V20856,"Eureka Locker, Inc.                                                                                 ",IL,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101681646,5/19/2017,Product-Raw-Intact-Beef,Negative,Negative,NULL
9777,M32170+P32170,Ganaderos Borges Inc.                                                                               ,PR,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101685207,5/19/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101673560,5/22/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101673986,5/22/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6534,M7857,Marcho Farms Inc.                                                                                   ,PA,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101685181,5/22/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6534,M7857,Marcho Farms Inc.                                                                                   ,PA,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101685183,5/23/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101687133,5/23/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101673561,5/23/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
627,M6590,"Randolph Packing Co., Inc.                                                                          ",NC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101666033,5/23/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
9777,M32170+P32170,Ganaderos Borges Inc.                                                                               ,PR,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101687130,5/23/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6069,M6423+P6423+V6423,Walt's Wholesale Meats                                                                              ,WA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101627641,5/23/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
9123,M451B+P451B,"Sterling Foods, Inc.                                                                                ",FL,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101682661,5/24/2017,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101673562,5/24/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101673987,5/24/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
124122,M45081,Leader Meats Slaughterhouse LLC                                                                     ,PA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101685689,5/24/2017,Product-Raw-Intact-Beef,Negative,Negative,NULL
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101687973,5/24/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6534,M7857,Marcho Farms Inc.                                                                                   ,PA,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101685185,5/24/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6534,M7857,Marcho Farms Inc.                                                                                   ,PA,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101685187,5/25/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
12608,M34377+V34377,T & W Meat Company                                                                                  ,KS,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101683323,5/25/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
628,M6591+P6591,"Brasstown Beef, LLC                                                                                 ",NC,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101684602,5/25/2017,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101673564,5/25/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
627,M6590,"Randolph Packing Co., Inc.                                                                          ",NC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101666037,5/25/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
126175,M46407,"Open Range Beef, LLC                                                                                ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101685422,5/25/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101673565,5/26/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101688975,5/30/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
627,M6590,"Randolph Packing Co., Inc.                                                                          ",NC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101666021,5/30/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
9777,M32170+P32170,Ganaderos Borges Inc.                                                                               ,PR,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101691729,5/30/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101673990,5/30/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
124122,M45081,Leader Meats Slaughterhouse LLC                                                                     ,PA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101685696,5/30/2017,Product-Raw-Intact-Beef,Negative,Negative,NULL
6534,M7857,Marcho Farms Inc.                                                                                   ,PA,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101689920,5/30/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6534,M7857,Marcho Farms Inc.                                                                                   ,PA,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101689921,5/31/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101694399,5/31/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101689607,5/31/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
8124,M20856+V20856,"Eureka Locker, Inc.                                                                                 ",IL,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101689310,5/31/2017,Product-Raw-Intact-Beef,Negative,Negative,NULL
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101688978,5/31/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
9777,M32170+P32170,Ganaderos Borges Inc.                                                                               ,PR,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101695054,6/1/2017,Product-Raw-Intact-Beef,Negative,Negative,NULL
126175,M46407,"Open Range Beef, LLC                                                                                ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101660697,6/1/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
628,M6591+P6591,"Brasstown Beef, LLC                                                                                 ",NC,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101684604,6/1/2017,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101695081,6/1/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6534,M7857,Marcho Farms Inc.                                                                                   ,PA,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101689922,6/1/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
12608,M34377+V34377,T & W Meat Company                                                                                  ,KS,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101686827,6/1/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6534,M7857,Marcho Farms Inc.                                                                                   ,PA,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101689925,6/2/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101697297,6/2/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
627,M6590,"Randolph Packing Co., Inc.                                                                          ",NC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101666046,6/2/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
627,M6590,"Randolph Packing Co., Inc.                                                                          ",NC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101666024,6/5/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101697957,6/5/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101697958,6/6/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6534,M7857,Marcho Farms Inc.                                                                                   ,PA,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101698674,6/6/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6534,M7857,Marcho Farms Inc.                                                                                   ,PA,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101698675,6/6/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101696148,6/6/2017,Product-Raw-Intact-Beef,Negative,Positive,Negative
124122,M45081,Leader Meats Slaughterhouse LLC                                                                     ,PA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101693226,6/6/2017,Product-Raw-Intact-Beef,Negative,Positive,Negative
8124,M20856+V20856,"Eureka Locker, Inc.                                                                                 ",IL,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101694960,6/6/2017,Product-Raw-Intact-Beef,Negative,Negative,NULL
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101692378,6/7/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
9123,M451B+P451B,"Sterling Foods, Inc.                                                                                ",FL,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101682662,6/7/2017,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
9777,M32170+P32170,Ganaderos Borges Inc.                                                                               ,PR,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101700450,6/7/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6534,M7857,Marcho Farms Inc.                                                                                   ,PA,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101698676,6/7/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6534,M7857,Marcho Farms Inc.                                                                                   ,PA,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101698678,6/8/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101697959,6/8/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4674,M8330+P8330+V8330,C&F Meats                                                                                           ,TN,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101679150,6/8/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
12608,M34377+V34377,T & W Meat Company                                                                                  ,KS,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101698337,6/8/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
9777,M32170+P32170,Ganaderos Borges Inc.                                                                               ,PR,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101701801,6/8/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
126175,M46407,"Open Range Beef, LLC                                                                                ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101660698,6/8/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101692379,6/8/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
124122,M45081,Leader Meats Slaughterhouse LLC                                                                     ,PA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101693227,6/8/2017,Product-Raw-Intact-Beef,Negative,Negative,NULL
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101696149,6/8/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
628,M6591+P6591,"Brasstown Beef, LLC                                                                                 ",NC,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101684606,6/8/2017,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
127261,M45569+P45569,Gridley Meats Inc.                                                                                  ,IL,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101699956,6/9/2017,Product-Raw-Intact-Beef,Negative,Negative,NULL
127261,M45569+P45569,Gridley Meats Inc.                                                                                  ,IL,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101699958,6/9/2017,Product-Raw-Intact-Beef,Negative,Negative,NULL
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101692380,6/9/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
9777,M32170+P32170,Ganaderos Borges Inc.                                                                               ,PR,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101702811,6/9/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6534,M7857,Marcho Farms Inc.                                                                                   ,PA,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",101698680,6/9/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101703908,6/12/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101692383,6/12/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101701511,6/12/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101692385,6/13/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
627,M6590,"Randolph Packing Co., Inc.                                                                          ",NC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101695116,6/13/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101692387,6/14/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
9123,M451B+P451B,"Sterling Foods, Inc.                                                                                ",FL,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101686490,6/14/2017,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101703461,6/14/2017,Product-Raw-Intact-Beef,Positive,Negative,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101706660,6/14/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101707552,6/15/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
12608,M34377+V34377,T & W Meat Company                                                                                  ,KS,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101698339,6/15/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
628,M6591+P6591,"Brasstown Beef, LLC                                                                                 ",NC,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101684608,6/15/2017,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101692390,6/15/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101692392,6/16/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
627,M6590,"Randolph Packing Co., Inc.                                                                          ",NC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101695119,6/16/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101708539,6/16/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101692393,6/19/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
